# =============================================================================,,,,,,
# product_map.csv  -  master native-product -> canonical-product mapping,,,,,,
# =============================================================================,,,,,,
#,,,,,,
# Lines starting with '#' are documentation and are ignored by the loader,,,,,,
# (reference/loaders.py uses pd.read_csv(..., comment='#')).,,,,,
#,,,,,,
# WHY THIS FILE EXISTS,,,,,,
# --------------------,,,,,,
# Each national agency (DCCEEW, PPAC, METI, JODI, ...) calls petroleum,,
# products by different native names: 'HSD'," ""GASDIES"""," ""Diesel oil: total"".",,,,
# This file maps every native name to ONE canonical category / sub-category,,,,,,
# so cross-country queries can group on the canonical column instead of,,,,,,
# juggling source-specific labels.,,,,,,
#,,,,,,
# COLUMN -> PARQUET MAPPING  (important: the CSV header names and the,,,,,,
# parquet column names INTENTIONALLY DIFFER - see processors/*.py),,,,,,
# -----------------------------------------------------------------,,,,,,
#,,,,,,
#     This CSV column   ->   Parquet column that carries the value,,,,,,
#     -----------------------------------------------------------,,,,,,
#     Product_name      ->   product_native (India) / product (Australia),,,,,,
#                            / energy_product (JODI),,,,,,
#     Category          ->   category,,,,,,
#     Sub-category      ->   product_canonical,,,,,,
#     Parent_product    ->   (kept in CSV only; useful for hierarchy,,,,,,
#                            queries via reference.loaders.parent_product),,,,,,
#     Product_details   ->   (kept in CSV only; carries the [TAG] vocab,,,,,,
#                            and free-text notes),,,,,,
#,,,,,,
# Why the rename? Because pandas hates hyphens in column names ('Sub-category',,,,,,
# would need backtick-quoting), and the parquet column 'product_canonical',,,,,
# reads more naturally next to the native 'product' column. The CSV side,,,,,,
# uses the original taxonomy terms; the parquet side uses pandas-friendly,,,,,,
# names. Both are correct.,,,,,,
#,,,,,,
# PRODUCT_DETAILS [TAG] VOCABULARY,,,,,,
# ---------------------------------,,,,,,
#     [AGG]      Aggregate / total row. Sub-category='-' so it does NOT,,,,,,
#                contribute to canonical sums. Example: JODI's TOTPRODS.,,,,,,
#     [SUB]      A sub-product whose parent total is the primary. Use the,,,,,,
#                parent (via Parent_product column) for cross-source sums.,,,,,,
#     [MIXED]    Aggregate that spans canonical categories - cannot be,,,,,,
#                cleanly attributed (e.g. Japan's 'Total Fuel Oil' =,,,,,,
#                gasoil-like Fuel Oil A + heavy Fuel Oil B+C).,,,,,,
#     [DERIVED]  Project-derived row computed in a processor. Example:,,,,,,
#                X_OTHKERO = KEROSENE - JETKERO.,,,,,,
#,,,,,,
# ADDING A NEW SOURCE,,,,,,
# -------------------,,,,,,
# 1. Append rows here with a new Source value (e.g. 'OPEC'," ""EIA"").",,,,,
# 2. Ensure each native name in your parquet has exactly one row.,,,,,,
# 3. Use Category='-', Sub-category='-' and tag with [AGG] for total /,,,,,
#    super-aggregate rows so they're correctly excluded from canonical,,,,,,
#    sums.,,,,,,
# 4. Drop reference.loaders' caches if running in a notebook:,,,,,,
#        from reference import loaders,,,,,,
#        loaders.load_product_map.cache_clear(),,,,,,
#,,,,,,
# =============================================================================,,,,,,
Country,Source,Product_name,Category,Sub-category,Product_details,Parent_product
Spain,CORES,Other products | Total,-,-,[AGG] Sheet total; not stored,
Portugal,DGEG,Internal Market | Butane,LPG,LPG,[PRIMARY] Butane,
Portugal,DGEG,Internal Market | Propane,LPG,LPG,[PRIMARY] Propane,
Portugal,DGEG,Internal Market | LPG Auto,LPG,LPG,[PRIMARY] Autogas LPG,
Portugal,DGEG,Internal Market | Gasoline ON98 (a),Gasoline,Gasoline,[PRIMARY] ON98,
Portugal,DGEG,Internal Market | Gasoline ON95 (b),Gasoline,Gasoline,[PRIMARY] ON95,
Portugal,DGEG,Internal Market | Gasoline super additive,Gasoline,Gasoline,[PRIMARY] Legacy super gasoline,
Portugal,DGEG,Internal Market | Naphtha and Aromatics,Naphtha,Naphtha,[PRIMARY] Naphtha and aromatics,
Portugal,DGEG,Internal Market | Oils (kerosene + fuel),Kerosene,Kerosene,[PRIMARY] Kerosene + lamp oil,
Portugal,DGEG,Internal Market | Road diesel (c),Distillates,Diesel,[PRIMARY] Road diesel incl. biodiesel,
Portugal,DGEG,Internal Market | Coloured diesel for heating purposes,Distillates,Gasoil,[PRIMARY] Heating coloured diesel,
Portugal,DGEG,"Internal Market | Coloured diesel, except for heating purposes",Distillates,Gasoil,[PRIMARY] Non-heating coloured diesel,
Portugal,DGEG,Internal Market | Coloured diesel (legacy),Distillates,Gasoil,[PRIMARY] Legacy combined coloured diesel,
Portugal,DGEG,Internal Market | Thin low-sulphur fuel oil (<=1%),Fuel Oil,Fuel Oil,[PRIMARY] Thin LSFO,
Portugal,DGEG,Internal Market | Thick low-sulphur fuel oil (<=1%),Fuel Oil,Fuel Oil,[PRIMARY] Thick LSFO,
Portugal,DGEG,Internal Market | Petroleum coke,Heavy byproducts,Petcoke,[PRIMARY] Petroleum coke,
Portugal,DGEG,Internal Market | Lubricants,Heavy byproducts,Lubricants / Grease,[PRIMARY] Lubricants,
Portugal,DGEG,Internal Market | Asphalt,Heavy byproducts,Bitumen,[PRIMARY] Asphalt,
Portugal,DGEG,Internal Market | Paraffins,Heavy byproducts,Wax,[PRIMARY] Paraffins,
Portugal,DGEG,Internal Market | Solvents,Others,Others,[PRIMARY] Solvents,
Portugal,DGEG,Marine Bunkers (e) | Diesel (f),Distillates,Diesel,[PRIMARY] Marine diesel,
Portugal,DGEG,Marine Bunkers (e) | Coloured diesel,Distillates,Diesel,[PRIMARY] Marine coloured diesel,
Portugal,DGEG,Marine Bunkers (e) | Marine fuel oil,Fuel Oil,Fuel Oil,[PRIMARY] Marine fuel oil,
Portugal,DGEG,Marine Bunkers (e) | Thin fuel oil,Fuel Oil,Fuel Oil,[PRIMARY] Legacy marine thin fuel oil,
Portugal,DGEG,Marine Bunkers (e) | Thick fuel oil,Fuel Oil,Fuel Oil,[PRIMARY] Legacy marine thick fuel oil,
Portugal,DGEG,Marine Bunkers (e) | Lubricants,Heavy byproducts,Lubricants / Grease,[PRIMARY] Marine lubricants,
Portugal,DGEG,Aviation | Aviation gasoline,Gasoline,Gasoline,[PRIMARY] Aviation gasoline,
Portugal,DGEG,Aviation | Jet fuel,Kerosene,Jet Fuel,[PRIMARY] Jet fuel,
UK,DESNZ,Butane and propane,LPG,LPG,[PRIMARY] ET 3.13 consumption,
UK,DESNZ,Other petroleum gases,LPG,LPG,[PRIMARY] ET 3.13 ethane/OPG; maps with butane to LPG,
UK,DESNZ,Naphtha [LDF],Naphtha,Naphtha,[PRIMARY] Refinery/petchem demand; included in headline total,
UK,DESNZ,Petrol,Gasoline,Gasoline,[PRIMARY] ET 3.13 consumption; ET 3.11 CLOSTLV stocks,
UK,DESNZ,Jet fuel,Kerosene,Jet Fuel,[PRIMARY] ET 3.13 consumption; ET 3.11 CLOSTLV stocks,
UK,DESNZ,Burning oil,Kerosene,Kerosene,[PRIMARY] ET 3.13 consumption; ET 3.11 CLOSTLV stocks,
UK,DESNZ,Road diesel,Distillates,Diesel,[PRIMARY] ET 3.13 road diesel,
UK,DESNZ,Gas oil,Distillates,Gasoil,[PRIMARY] ET 3.13 heating/industrial gas oil,
UK,DESNZ,Fuel oil,Fuel Oil,Fuel Oil,[PRIMARY] ET 3.13 fuel oil,
UK,DESNZ,Lubricating oils,Heavy byproducts,Lubricants / Grease,[PRIMARY] ET 3.13 lubricants,
UK,DESNZ,Bitumen,Heavy byproducts,Bitumen,[PRIMARY] ET 3.13 bitumen,
UK,DESNZ,Total,-,-,[AGG] Official ET 3.13 inland total; used for derived Others only,
UK,DESNZ,Other products (derived),Others,Others,[DERIVED] Total minus sum of 11 ET 3.13 product columns; reconciles to Total,
UK,DESNZ,Diesel,Distillates,Diesel,[PRIMARY] ET 3.11 CLOSTLV road diesel stocks,
UK,DESNZ,Other products,Others,Others,[PRIMARY] ET 3.11 CLOSTLV bundled residual stocks,
UK,DESNZ,Total diesel/ gas oil stocks,-,-,[AGG] ET 3.11 diesel+gasoil subtotal; not stored,
UK,DESNZ,Total kerosene stocks,-,-,[AGG] ET 3.11 jet+burning oil subtotal; not stored,
UK,DESNZ,Total product stocks,-,-,[AGG] ET 3.11 product stocks total; not stored,
Hungary,MEKH,Natural gas liquids,LPG,LPG,[PRIMARY] NGL; kept separate from LPG native,
Hungary,MEKH,LPG,LPG,LPG,[PRIMARY] LPG,
Hungary,MEKH,Naphtha,Naphtha,Naphtha,[PRIMARY] Naphtha,
Hungary,MEKH,Total motor gasoline,Gasoline,Gasoline,[PRIMARY] MOTORGAS rollup incl. bio/non-bio,
Hungary,MEKH,Kerosene type jet fuel,Kerosene,Jet Fuel,[PRIMARY] JETKERO rollup incl. bio/non-bio,
Hungary,MEKH,Total gas/diesel oil,Distillates,Diesel,[PRIMARY] GASDIES rollup incl. bio/non-bio,
Hungary,MEKH,Fuel oil,Fuel Oil,Fuel Oil,[PRIMARY] RESFUEL rollup incl. high/low sulphur,
Hungary,MEKH,Refinery gas,Others,Others,[PRIMARY] Refinery gas; typically zero on GID,
Hungary,MEKH,Petroleum coke,Heavy byproducts,Petcoke,[PRIMARY] Petroleum coke,
Hungary,MEKH,Other products,Others,Others,[PRIMARY] Other secondary petroleum products,
Ukraine,SSSU,Motor gasoline,Gasoline,Gasoline,[PRIMARY] SSSU fuel used + reserves; national Ukraine rows,
Ukraine,SSSU,Gas diesel,Distillates,Diesel,[PRIMARY] SSSU gas/diesel; road+industrial combined,
Ukraine,SSSU,Liquefied petroleum gases (LPG),LPG,LPG,[PRIMARY] SSSU LPG,
Ukraine,SSSU,Fuel oil,Fuel Oil,Fuel Oil,[PRIMARY] SSSU fuel oil,
Poland,ARE,Motor gasoline,Gasoline,Gasoline,[PRIMARY] Table 1.4 domestic consumption; Table 1.1 production,
Poland,ARE,Diesel oils,Distillates,Diesel,[PRIMARY] Table 1.5 domestic consumption; Table 1.2 import,
Poland,ARE,Heating oil,Distillates,Gasoil,[PRIMARY] Table 1.6 domestic consumption,
Poland,ARE,Fuel oil,Fuel Oil,Fuel Oil,[PRIMARY] Table 1.7 domestic consumption,
Poland,ARE,LPG,LPG,LPG,[PRIMARY] Table 1.8 domestic consumption,
Norway,SSB,Motor gasoline,Gasoline,Gasoline,[PRIMARY] Table 3 monthly sales; JODI GASOLINE compare,
Norway,SSB,"Auto diesel, dutiable",Distillates,Diesel,[PRIMARY] Dutiable road diesel; JODI GASDIES composite,
Norway,SSB,"Auto diesel, free of duty",Distillates,Diesel,[PRIMARY] Duty-free auto diesel; JODI GASDIES composite,
Norway,SSB,Marine gas oil and diesel,Distillates,Diesel,[PRIMARY] Marine distillate; JODI GASDIES composite,
Norway,SSB,Light heating oils and kerosene for heating and lighting,Kerosene,Kerosene,[PRIMARY] Combined heating kero; JODI X_OTHKERO compare,
Norway,SSB,Heating and lighting kerosene,Kerosene,Kerosene,[PRIMARY] Bridge-era heating kero; JODI X_OTHKERO compare,
Norway,SSB,Light heating oils,Kerosene,Kerosene,[PRIMARY] Bridge-era light heating oils; kept separate for breakdown,
Norway,SSB,Jet kerosene,Kerosene,Jet Fuel,[PRIMARY] JODI JETKERO compare,
Norway,SSB,Heavy distillate and heavy fuel oil,Fuel Oil,Fuel Oil,[PRIMARY] JODI RESFUEL compare,
Norway,SSB,Other petroleum products,Others,Others,[PRIMARY] Aviation gasoline + bitumen per SSB; JODI ONONSPEC compare,
Norway,SSB,Diesel,Distillates,Diesel,[PRIMARY] Legacy 03687 combined diesel; JODI GASDIES composite,
Norway,SSB,Other middle distillates,Distillates,Diesel,[PRIMARY] Legacy 03687 marine-like distillate; JODI GASDIES composite,
Norway,SSB,Kerosene,Kerosene,Kerosene,[PRIMARY] Legacy 03687 kerosene; JODI X_OTHKERO compare,
Germany,BAFA,Ottokraftstoff,Gasoline,Gasoline,[PRIMARY] Domestic deliveries; JODI GASOLINE compare,
Germany,BAFA,Dieselkraftstoff,Distillates,Diesel,[PRIMARY] Domestic deliveries; JODI GASDIES compare,
Germany,BAFA,"Heizöl, leicht",Distillates,Gasoil,[PRIMARY] Light heating oil,
Germany,BAFA,"Heizöl, schwer",Fuel Oil,Fuel Oil,[PRIMARY] Heavy fuel oil; JODI RESFUEL compare,
Germany,BAFA,Flüssiggas,LPG,LPG,[PRIMARY] LPG; JODI LPG compare,
Germany,BAFA,Rohbenzin,Naphtha,Naphtha,[PRIMARY] Naphtha; JODI NAPHTHA compare,
Germany,BAFA,"Flugturb.Kraftst.,schwer",Kerosene,Jet Fuel,[PRIMARY] Jet kerosene heavy; JODI JETKERO compare,
Germany,BAFA,"Flugturb.Kraftst.,leicht",Kerosene,Jet Fuel,[PRIMARY] Jet kerosene light (often zero),
Germany,BAFA,Benzinkomponenten,Gasoline,Gasoline,[PRIMARY] Gasoline blendstocks,
Germany,BAFA,Bitumen,Heavy byproducts,Bitumen,[PRIMARY] Bitumen,
Germany,BAFA,Petrolkoks,Heavy byproducts,Petcoke,[PRIMARY] Petroleum coke,
Germany,BAFA,Raffineriegas,Others,Others,[PRIMARY] Refinery gas,
Germany,BAFA,Schmierstoffe,Others,Lubes & greases,[PRIMARY] Lubricants total,
Germany,BAFA,Raffinerieeinsatzmaterial,Others,Others,[PRIMARY] 2025+ feedstock regroup,
Germany,BAFA,Mitteldestillatkomponenten,Distillates,Diesel,[PRIMARY] Middle distillate components (pre-2025),
Germany,BAFA,HS-Komponenten,Fuel Oil,Fuel Oil,[PRIMARY] Heavy fuel oil components (pre-2025),
Germany,BAFA,Spezialbenzin,Gasoline,Gasoline,[PRIMARY] Special / test gasoline group,
Germany,BAFA,Testbenzin,Gasoline,Gasoline,[PRIMARY] White spirit,
Germany,BAFA,Flugbenzin,Gasoline,Gasoline,[PRIMARY] Aviation gasoline,
Germany,BAFA,Andere Leuchtöle,Kerosene,Kerosene,[PRIMARY] Other illuminating oils,
Germany,BAFA,Andere Rückstände,Others,Others,[PRIMARY] Other residues,
Germany,BAFA,"Wachse,Paraffine,Vaseline",Others,Others,[PRIMARY] Waxes / paraffins,
Germany,BAFA,"Weitere, nicht aufgeführte Produkte",Others,Others,[PRIMARY] 2025+ other products rollup,
Germany,BAFA,Mineralölprodukte,Others,Others,[PRIMARY] Products stock total (CLOSTLV),
Germany,BAFA,Rohöl,Crude,Crude,[PRIMARY] Crude stock total (CLOSTLV),
Germany,BAFA,Rohöl | deutsches,Crude,Crude,[PRIMARY] Domestic crude stock,
Germany,BAFA,Rohöl | ausländisches,Crude,Crude,[PRIMARY] Foreign-origin crude stock,
Germany,BAFA,Bioethanol,Others,Others,[PRIMARY] Bio blend component; not additive to Otto TOTDEMO,
Germany,BAFA,Bioethanol an ETBE a),Others,Others,[PRIMARY] Bioethanol share of ETBE,
Germany,BAFA,"Biodiesel (FAME), HVO, BTL",Distillates,Diesel,[PRIMARY] Bio blend aggregate; not additive to diesel TOTDEMO,
Germany,BAFA,davon HVO,Distillates,Diesel,[PRIMARY] Of which HVO (2025+),
Germany,BAFA,davon FAME,Distillates,Diesel,[PRIMARY] Of which FAME (2025+),
Germany,BAFA,Bioheizöl,Distillates,Gasoil,[PRIMARY] Bio heating oil blend component,
Germany,BAFA,Biokerosin,Kerosene,Jet Fuel,[PRIMARY] Bio jet blend component (sparse),
